FILE NAME                 | TIER TYPE       | START TIME (sec)   | END TIME (sec)     | TEXT / SOUND   
1Cfi.TextGrid             | PHONES          | 0.5600             | 0.6200             | UH1            
1Cfi.TextGrid             | PHONES          | 0.6200             | 0.7100             | K              
1Cfi.TextGrid             | PHONES          | 0.7100             | 0.8000             | AH0            
1Cfi.TextGrid             | PHONES          | 0.8000             | 0.8800             | R              
1Cfi.TextGrid             | PHONES          | 0.8800             | 0.9500             | EH1            
1Cfi.TextGrid             | PHONES          | 0.9500             | 1.0400             | S              
1Cfi.TextGrid             | PHONES          | 1.0400             | 1.1000             | T              
1Cfi.TextGrid             | PHONES          | 1.1000             | 1.2300             | HH             
1Cfi.TextGrid             | PHONES          | 1.2300             | 1.2600             | W              
1Cfi.TextGrid             | PHONES          | 1.2600             | 1.3200             | EH1            
1Cfi.TextGrid             | PHONES          | 1.3200             | 1.3700             | N              
1Cfi.TextGrid             | PHONES          | 1.3700             | 1.4200             | HH             
1Cfi.TextGrid             | PHONES          | 1.4200             | 1.4800             | IY1            
1Cfi.TextGrid             | PHONES          | 1.4800             | 1.6000             | K              
1Cfi.TextGrid             | PHONES          | 1.6000             | 1.6800             | UH1            
1Cfi.TextGrid             | PHONES          | 1.6800             | 1.8600             | D              


1Crx.TextGrid             | WORDS           | 0.5200             | 1.0400             | chain          
1Crx.TextGrid             | PHONES          | 0.5200             | 0.6200             | CH             
1Crx.TextGrid             | PHONES          | 0.6200             | 0.8100             | EY1            
1Crx.TextGrid             | PHONES          | 0.8100             | 1.0400             | N              


1DKm.TextGrid             | WORDS           | 0.3200             | 0.4700             | you            
1DKm.TextGrid             | WORDS           | 0.4700             | 0.8400             | left           
1DKm.TextGrid             | WORDS           | 0.8400             | 0.9700             | your           
1DKm.TextGrid             | WORDS           | 0.9700             | 1.3000             | coat           
1DKm.TextGrid             | WORDS           | 1.3000             | 1.4000             | in             
1DKm.TextGrid             | WORDS           | 1.4000             | 1.4800             | the            
1DKm.TextGrid             | WORDS           | 1.4800             | 1.8100             | boat           
1DKm.TextGrid             | PHONES          | 0.3200             | 0.4000             | Y              
1DKm.TextGrid             | PHONES          | 0.4000             | 0.4700             | UW1            
1DKm.TextGrid             | PHONES          | 0.4700             | 0.5800             | L              
1DKm.TextGrid             | PHONES          | 0.5800             | 0.6700             | EH1            
1DKm.TextGrid             | PHONES          | 0.6700             | 0.7900             | F              
1DKm.TextGrid             | PHONES          | 0.7900             | 0.8400             | T              
1DKm.TextGrid             | PHONES          | 0.8400             | 0.8700             | Y              
1DKm.TextGrid             | PHONES          | 0.8700             | 0.9300             | UH1            
1DKm.TextGrid             | PHONES          | 0.9300             | 0.9700             | R              
1DKm.TextGrid             | PHONES          | 0.9700             | 1.1000             | K              
1DKm.TextGrid             | PHONES          | 1.1000             | 1.2300             | OW1            
1DKm.TextGrid             | PHONES          | 1.2300             | 1.3000             | T              
1DKm.TextGrid             | PHONES          | 1.3000             | 1.3500             | IH0            
1DKm.TextGrid             | PHONES          | 1.3500             | 1.4000             | N              
