=========================================================================================================================
                                   PER-WORD COMPREHENSIVE DIFFERENCE REPORT
  Mean Start Difference: 0.046088s | Mean End Difference: 0.065203s | Threshold: 0.130405s
=========================================================================================================================
FILE NAME          | WORD         | HUMAN START  | HUMAN END   | MACH START  | MACH END   | START DIFF  | END DIFF   | STATUS  
Bhge               | BREAD        | 0.0656     s | 0.4702    s | 0.0600    s | 0.6000   s | 0.00560   s | 0.12984  s | SAFE    
BjBi               | THEN         | 0.6632     s | 1.0350    s | 0.6400    s | 1.0800   s | 0.02316   s | 0.04500  s | SAFE    
BpkT               | THE          | 0.3426     s | 0.4902    s | 0.3200    s | 0.4500   s | 0.02260   s | 0.04020  s | SAFE    
BpkT               | DOG          | 0.5175     s | 0.8055    s | 0.4500    s | 0.8200   s | 0.06754   s | 0.01453  s | SAFE    
BpkT               | DRAGGED      | 0.8055     s | 1.1681    s | 0.8200    s | 1.1700   s | 0.01453   s | 0.00189  s | SAFE    
BpkT               | THE          | 1.1681     s | 1.2920    s | 1.1700    s | 1.2400   s | 0.00189   s | 0.05203  s | SAFE    
BpkT               | RAG          | 1.2920     s | 1.5617    s | 1.2400    s | 1.5900   s | 0.05203   s | 0.02827  s | SAFE    
BpkT               | ON           | 1.5617     s | 1.6601    s | 1.5900    s | 1.6600   s | 0.02827   s | 0.00014  s | SAFE    
BpkT               | THE          | 1.6601     s | 1.7695    s | 1.6600    s | 1.7400   s | 0.00014   s | 0.02948  s | SAFE    
BpkT               | GROUND       | 1.7695     s | 2.0793    s | 1.7400    s | 2.1800   s | 0.02948   s | 0.10073  s | SAFE    
Bqed               | CRY          | 0.3739     s | 0.7044    s | 0.3600    s | 0.8000   s | 0.01394   s | 0.09558  s | SAFE    
BrIM               | JOHN         | 0.3065     s | 0.6631    s | 0.3200    s | 0.6700   s | 0.01353   s | 0.00693  s | SAFE    
BrIM               | WAS          | 0.6631     s | 0.9152    s | 0.6700    s | 0.9300   s | 0.00693   s | 0.01483  s | SAFE    
BrIM               | LEFT         | 0.9378     s | 1.3036    s | 0.9300    s | 1.3300   s | 0.00777   s | 0.02645  s | SAFE    
Bwly               | THE          | 0.1664     s | 0.2666    s | 0.1300    s | 0.2200   s | 0.03638   s | 0.04661  s | MISMATCH
Bwly               | THIEF        | 0.2947     s | 0.5753    s | 0.2200    s | 0.6200   s | 0.07467   s | 0.04469  s | MISMATCH
Bwly               | FOUND        | 0.6294     s | 0.9502    s | 0.6200    s | 0.8600   s | 0.00943   s | 0.09016  s | MISMATCH
Bwly               | TOOTHBRUSH   | 1.0143     s | 1.5796    s | 0.8900    s | 1.5400   s | 0.12430   s | 0.03959  s | MISMATCH
Bwly               | ON           | 1.6117     s | 1.7600    s | 1.5400    s | 1.6600   s | 0.07166   s | 0.10000  s | MISMATCH
Bwly               | THE          | 1.7820     s | 1.9304    s | 1.6600    s | 1.7300   s | 0.12205   s | 0.20039  s | MISMATCH
Bwly               | TABLE        | 1.9444     s | 2.1429    s | 1.7300    s | 2.0300   s | 0.21442   s | 0.11287  s | MISMATCH
Bwly               | CLOTH        | 2.1910     s | 2.4275    s | 2.0300    s | 2.3500   s | 0.16098   s | 0.07752  s | MISMATCH
C06X               | NATION       | 0.4543     s | 1.0821    s | 0.4200    s | 1.1800   s | 0.03427   s | 0.09788  s | SAFE    
CDTk               | PLAYS        | 0.4699     s | 1.0280    s | 0.4500    s | 1.1600   s | 0.01989   s | 0.13197  s | FLAGGED 
CEXr               | THE          | 0.3417     s | 0.4852    s | 0.3100    s | 0.3900   s | 0.03169   s | 0.09519  s | SAFE    
CEXr               | SHADOW       | 0.4866     s | 0.9130    s | 0.3900    s | 0.8400   s | 0.09656   s | 0.07298  s | SAFE    
CEXr               | VANISHED     | 0.9130     s | 1.3353    s | 0.8400    s | 1.3800   s | 0.07298   s | 0.04469  s | SAFE    
CIOY               | BARN         | 0.3000     s | 0.7148    s | 0.3100    s | 0.8700   s | 0.01000   s | 0.15519  s | FLAGGED 
CIyc               | RAISE        | 0.3369     s | 0.8171    s | 0.3100    s | 0.8600   s | 0.02690   s | 0.04292  s | SAFE    
CLrt               | JUST         | 0.5354     s | 0.7827    s | 0.5000    s | 0.8000   s | 0.03544   s | 0.01727  s | SAFE    
CLrt               | COMING       | 0.8184     s | 1.2050    s | 0.8000    s | 1.1500   s | 0.01836   s | 0.05501  s | SAFE    
CTlh               | ARM          | 0.2671     s | 0.9339    s | 0.4600    s | 1.0700   s | 0.19285   s | 0.13607  s | FLAGGED 
CTqc               | APPLY        | 0.3286     s | 0.8002    s | 0.3200    s | 0.8900   s | 0.00859   s | 0.08984  s | SAFE    
CXPA               | TAKE         | 0.4003     s | 0.5973    s | 0.3800    s | 0.5900   s | 0.02027   s | 0.00727  s | SAFE    
CXPA               | IT           | 0.5973     s | 0.7901    s | 0.5900    s | 0.8700   s | 0.00727   s | 0.07993  s | SAFE    
CeZS               | CHAP         | 0.4550     s | 0.8038    s | 0.4000    s | 0.8700   s | 0.05503   s | 0.06617  s | SAFE    
CfDL               | WHO          | 0.2925     s | 0.5282    s | 0.2700    s | 0.4300   s | 0.02248   s | 0.09825  s | SAFE    
CfDL               | FIRST        | 0.5282     s | 0.8241    s | 0.4300    s | 0.8000   s | 0.09825   s | 0.02415  s | SAFE    
CfDL               | FLEW         | 0.8419     s | 1.0442    s | 0.8000    s | 1.0400   s | 0.04191   s | 0.00419  s | SAFE    
CfDL               | TO           | 1.0442     s | 1.1576    s | 1.0400    s | 1.1200   s | 0.00419   s | 0.03763  s | SAFE    
CfDL               | THE          | 1.1576     s | 1.2287    s | 1.1200    s | 1.2100   s | 0.03763   s | 0.01870  s | SAFE    
CfDL               | MOON         | 1.2287     s | 1.4323    s | 1.2100    s | 1.5100   s | 0.01870   s | 0.07765  s | SAFE    
CgDD               | CORNERS      | 0.4442     s | 1.0558    s | 0.4300    s | 1.1400   s | 0.01419   s | 0.08419  s | SAFE    
CkjY               | FEW          | 0.9346     s | 1.3923    s | 0.9100    s | 1.4500   s | 0.02460   s | 0.05774  s | SAFE    
Cmtv               | CERTAINLY    | 0.2752     s | 0.7417    s | 0.1800    s | 0.6100   s | 0.09517   s | 0.13169  s | FLAGGED 
Cmtv               | SIR          | 0.7417     s | 1.0333    s | 0.6100    s | 1.0400   s | 0.13169   s | 0.00674  s | FLAGGED 
Cmtv               | YOU          | 1.0843     s | 1.2465    s | 1.0900    s | 1.2300   s | 0.00572   s | 0.01647  s | SAFE    
Cmtv               | HAVE         | 1.2465     s | 1.4305    s | 1.2300    s | 1.4000   s | 0.01647   s | 0.03052  s | SAFE    
Cmtv               | A            | 1.4305     s | 1.4852    s | 1.4000    s | 1.4500   s | 0.03052   s | 0.03519  s | SAFE    
Cmtv               | CHEQUE       | 1.4852     s | 1.7221    s | 1.4500    s | 1.7100   s | 0.03519   s | 0.01210  s | SAFE    
Cmtv               | CARD         | 1.7221     s | 1.9918    s | 1.7100    s | 2.0700   s | 0.01210   s | 0.07820  s | SAFE    
CnmK               | PULL         | 0.3265     s | 0.6066    s | 0.3100    s | 0.6500   s | 0.01654   s | 0.04340  s | SAFE    
Ctnd               | IRON         | 0.3044     s | 0.7629    s | 0.2900    s | 0.8100   s | 0.01437   s | 0.04713  s | SAFE    
Ctpx               | CLOTHE       | 0.4534     s | 0.9924    s | 0.4400    s | 0.9800   s | 0.01339   s | 0.01243  s | SAFE    
CzWS               | LODGE        | 0.4317     s | 0.9881    s | 0.4200    s | 1.1000   s | 0.01171   s | 0.11189  s | SAFE    
DCmK               | FAT          | 0.8626     s | 1.3017    s | 0.7600    s | 1.3300   s | 0.10265   s | 0.02831  s | SAFE    
DEou               | I            | 0.5428     s | 0.6894    s | 0.5300    s | 0.6300   s | 0.01278   s | 0.05943  s | MISMATCH
DEou               | COULD        | 0.6894     s | 0.8867    s | 0.6300    s | 0.8800   s | 0.05943   s | 0.00665  s | MISMATCH
DEou               | TAKE         | 0.8867     s | 1.0700    s | 0.8800    s | 1.0600   s | 0.00665   s | 0.01001  s | MISMATCH
DEou               | YOU          | 1.0700     s | 1.1877    s | 1.0600    s | 1.1500   s | 0.01001   s | 0.03767  s | MISMATCH
DEou               | THERE        | 1.1877     s | 1.3634    s | 1.1500    s | 1.3300   s | 0.03767   s | 0.03338  s | MISMATCH
DEou               | TOMORROW     | 1.3802     s | 1.8218    s | 1.3300    s | 1.6100   s | 0.05019   s | 0.21178  s | MISMATCH
DGra               | LACY         | 0.4561     s | 1.1165    s | 0.4400    s | 1.1200   s | 0.01612   s | 0.00348  s | SAFE    
DHBH               | RAN          | 0.4561     s | 1.0020    s | 0.4400    s | 1.0100   s | 0.01609   s | 0.00799  s | SAFE    
DJqp               | YOU          | 0.3267     s | 0.5426    s | 0.3100    s | 0.4000   s | 0.01665   s | 0.14260  s | FLAGGED 
DJqp               | LOSE         | 0.9116     s | 1.2369    s | 0.8900    s | 1.1600   s | 0.02162   s | 0.07690  s | SAFE    
DJqp               | IT           | 1.2369     s | 1.3490    s | 1.1600    s | 1.4100   s | 0.07690   s | 0.06102  s | SAFE    
DMyS               | UNDERSTAND   | 0.3772     s | 0.9831    s | 0.3700    s | 1.0600   s | 0.00722   s | 0.07686  s | SAFE    
DOzQ               | HOW          | 0.3394     s | 0.5268    s | 0.3300    s | 0.4400   s | 0.00936   s | 0.08681  s | SAFE    
DOzQ               | LONG         | 0.5268     s | 0.7978    s | 0.4400    s | 0.7800   s | 0.08681   s | 0.01777  s | SAFE    
DOzQ               | WOULD        | 0.7978     s | 1.0332    s | 0.7800    s | 0.9600   s | 0.01777   s | 0.07319  s | SAFE    
DOzQ               | IT           | 1.0332     s | 1.1265    s | 0.9600    s | 1.6300   s | 0.07319   s | 0.50353  s | FLAGGED 
DOzQ               | BE           | 1.5333     s | 1.7395    s | 1.6300    s | 1.7400   s | 0.09665   s | 0.00055  s | SAFE    
DOzQ               | OCCUPIED     | 1.7395     s | 2.2796    s | 1.7400    s | 2.3100   s | 0.00055   s | 0.03041  s | SAFE    
DYuY               | WORTH        | 0.5791     s | 1.0754    s | 0.5700    s | 1.1200   s | 0.00913   s | 0.04465  s | SAFE    
Dcwr               | RIDE         | 1.1109     s | 1.5628    s | 1.2600    s | 1.5700   s | 0.14911   s | 0.00718  s | FLAGGED 
Dcwr               | THE          | 1.5628     s | 1.7815    s | 1.5700    s | 1.6500   s | 0.00718   s | 0.13150  s | FLAGGED 
Dcwr               | SUBWAY       | 1.7815     s | 2.2014    s | 1.6500    s | 2.2600   s | 0.13150   s | 0.05863  s | FLAGGED 
Dcwr               | BUT          | 2.3180     s | 2.4696    s | 2.2900    s | 2.4100   s | 0.02799   s | 0.05961  s | SAFE    
Dcwr               | I            | 2.4696     s | 2.5396    s | 2.4100    s | 2.4400   s | 0.05961   s | 0.09959  s | SAFE    
Dcwr               | ENOUGH       | 2.9070     s | 3.1402    s | 2.9000    s | 3.1400   s | 0.00697   s | 0.00023  s | SAFE    
Dcwr               | CHANGE       | 3.1752     s | 3.5455    s | 3.1400    s | 3.6000   s | 0.03522   s | 0.05449  s | SAFE    
DewL               | FURTHER      | 0.6350     s | 1.2461    s | 0.5800    s | 1.3000   s | 0.05498   s | 0.05385  s | SAFE    
DlEs               | HE           | 0.3895     s | 0.5055    s | 0.3700    s | 0.4500   s | 0.01952   s | 0.05551  s | MISMATCH
DlEs               | BOUGHT       | 0.5055     s | 0.7496    s | 0.4500    s | 0.6900   s | 0.05551   s | 0.05961  s | MISMATCH
DlEs               | A            | 0.7496     s | 0.8119    s | 0.6900    s | 0.7500   s | 0.05961   s | 0.06194  s | MISMATCH
DlEs               | IN           | 1.3209     s | 1.4057    s | 1.1400    s | 1.3000   s | 0.18091   s | 0.10574  s | MISMATCH
DlEs               | NOVEMBER     | 1.4802     s | 2.0324    s | 1.4900    s | 1.9800   s | 0.00982   s | 0.05244  s | MISMATCH
Dpwr               | KNIT         | 0.0583     s | 0.8441    s | 0.3000    s | 0.7700   s | 0.24169   s | 0.07410  s | FLAGGED 
DsHD               | PUN          | 0.4678     s | 0.7969    s | 0.4500    s | 0.9200   s | 0.01779   s | 0.12305  s | SAFE    
DsWi               | SOFT         | 0.2255     s | 0.6565    s | 0.1700    s | 0.7000   s | 0.05551   s | 0.04351  s | SAFE    
DsWi               | SNOW         | 0.6805     s | 1.0574    s | 0.7000    s | 1.1500   s | 0.01945   s | 0.09260  s | SAFE    
Dwir               | HIS          | 0.3067     s | 0.4600    s | 0.2500    s | 0.4400   s | 0.05670   s | 0.02005  s | SAFE    
Dwir               | HEART        | 0.4600     s | 0.7908    s | 0.4400    s | 0.7800   s | 0.02005   s | 0.01080  s | SAFE    
Dwir               | BEAT         | 0.7908     s | 1.0614    s | 0.7800    s | 1.0400   s | 0.01080   s | 0.02141  s | SAFE    
Dwir               | FAST         | 1.1531     s | 1.3756    s | 1.0400    s | 1.3900   s | 0.11312   s | 0.01437  s | SAFE    
Dwir               | IN           | 1.3937     s | 1.4568    s | 1.3900    s | 1.4500   s | 0.00367   s | 0.00681  s | SAFE    
Dwir               | THE          | 1.4568     s | 1.5681    s | 1.4500    s | 1.5200   s | 0.00681   s | 0.04806  s | SAFE    
Dwir               | PARK         | 1.5681     s | 1.8597    s | 1.5200    s | 1.9800   s | 0.04806   s | 0.12027  s | SAFE    
DxmP               | BUS          | 0.6103     s | 1.3306    s | 0.5500    s | 1.4500   s | 0.06030   s | 0.11943  s | SAFE    
E27v               | SHELF        | 0.2035     s | 0.5766    s | 0.1800    s | 0.6900   s | 0.02346   s | 0.11342  s | SAFE    
ECWf               | STORE        | 0.3177     s | 0.7990    s | 0.2800    s | 0.8600   s | 0.03768   s | 0.06105  s | SAFE    
EDSd               | INVASION     | 0.5970     s | 1.3222    s | 0.5700    s | 1.4400   s | 0.02699   s | 0.11777  s | SAFE    
EIwY               | EARTHY       | 0.6191     s | 1.0576    s | 0.6300    s | 1.2000   s | 0.01090   s | 0.14236  s | FLAGGED 
EKCJ               | IT           | 0.2857     s | 0.5059    s | 0.3000    s | 0.4900   s | 0.01426   s | 0.01588  s | SAFE    
EKCJ               | MIGHT        | 0.5059     s | 0.7362    s | 0.4900    s | 0.7100   s | 0.01588   s | 0.02622  s | SAFE    
EKCJ               | HURT         | 0.7420     s | 1.0292    s | 0.7100    s | 1.0200   s | 0.03205   s | 0.00925  s | SAFE    
EKCJ               | YOU          | 1.0292     s | 1.3033    s | 1.0200    s | 1.3000   s | 0.00925   s | 0.00333  s | SAFE    
EKCJ               | THOUGH       | 1.3412     s | 1.6022    s | 1.3300    s | 1.6800   s | 0.01123   s | 0.07781  s | SAFE    
EOEw               | WRETCH       | 0.2618     s | 0.7303    s | 0.3100    s | 0.8800   s | 0.04822   s | 0.14966  s | FLAGGED 
EYcT               | GROWTH       | 0.4452     s | 0.9604    s | 0.4900    s | 0.8500   s | 0.04482   s | 0.11045  s | SAFE    
EZqY               | WATCH        | 0.3478     s | 0.8990    s | 0.4000    s | 1.0500   s | 0.05221   s | 0.15096  s | FLAGGED 
EbyP               | DOWN         | 0.2221     s | 0.9374    s | 0.3900    s | 0.8000   s | 0.16790   s | 0.13736  s | FLAGGED 
Eiww               | PLAYER       | 0.4198     s | 0.7932    s | 0.3800    s | 0.8500   s | 0.03975   s | 0.05682  s | SAFE    
EtfQ               | WELL         | 0.4844     s | 0.7960    s | 0.4800    s | 0.8500   s | 0.00437   s | 0.05401  s | SAFE    
EtiV               | ALL          | 0.3235     s | 0.5075    s | 0.2900    s | 0.4800   s | 0.03346   s | 0.02752  s | SAFE    
EtiV               | RIGHT        | 0.5075     s | 0.8629    s | 0.4800    s | 0.9700   s | 0.02752   s | 0.10713  s | SAFE    
ExoN               | WAD          | 0.2323     s | 0.7334    s | 0.3000    s | 0.8800   s | 0.06765   s | 0.14656  s | FLAGGED 
FEtZ               | I            | 0.2923     s | 0.4279    s | 0.2700    s | 0.4100   s | 0.02235   s | 0.01793  s | SAFE    
FEtZ               | SENT         | 0.4279     s | 0.6934    s | 0.4100    s | 0.7200   s | 0.01793   s | 0.02656  s | SAFE    
FEtZ               | IT           | 0.6934     s | 0.8347    s | 0.7200    s | 0.8300   s | 0.02656   s | 0.00467  s | SAFE    
FEtZ               | FROM         | 0.8347     s | 1.1101    s | 0.8300    s | 1.0300   s | 0.00467   s | 0.08007  s | SAFE    
FEtZ               | LONDON       | 1.1101     s | 1.6030    s | 1.0300    s | 1.5300   s | 0.08007   s | 0.07296  s | SAFE    
FJOY               | FRILL        | 0.8300     s | 1.2603    s | 0.7800    s | 1.2200   s | 0.05001   s | 0.04032  s | SAFE    
FPIB               | LAWYERS      | 0.3313     s | 0.9176    s | 0.3100    s | 1.0100   s | 0.02130   s | 0.09237  s | SAFE    
FTAc               | THAT         | 0.6287     s | 0.9655    s | 0.5900    s | 1.0100   s | 0.03870   s | 0.04453  s | SAFE    
FaAZ               | NANE         | 0.5212     s | 1.2000    s | 0.5300    s | 1.1700   s | 0.00882   s | 0.03000  s | SAFE    
FbNj               | NOW          | 0.4140     s | 0.7658    s | 0.4200    s | 0.6900   s | 0.00601   s | 0.07579  s | SAFE    
FbNj               | CHOKE        | 0.9914     s | 1.3628    s | 0.9500    s | 1.3600   s | 0.04143   s | 0.00278  s | SAFE    
FbNj               | FOR          | 1.3628     s | 1.5795    s | 1.3600    s | 1.5100   s | 0.00278   s | 0.06954  s | SAFE    
FbNj               | SURE         | 1.5795     s | 1.9651    s | 1.5100    s | 1.9100   s | 0.06954   s | 0.05510  s | SAFE    
Fexj               | ADMIRER      | 0.4280     s | 1.2789    s | 0.4200    s | 1.2100   s | 0.00797   s | 0.06891  s | SAFE    
FhsJ               | WOODEN       | 0.4229     s | 0.8113    s | 0.4100    s | 0.8500   s | 0.01287   s | 0.03870  s | SAFE    
Fjhh               | RIDGE        | 0.4406     s | 0.9227    s | 0.4300    s | 1.0600   s | 0.01059   s | 0.13727  s | FLAGGED 
FlFk               | NEAT         | 0.3183     s | 0.7574    s | 0.3200    s | 0.7800   s | 0.00169   s | 0.02255  s | SAFE    
FoWn               | LATE         | 0.2636     s | 0.6870    s | 0.2900    s | 0.7100   s | 0.02645   s | 0.02298  s | SAFE    
Fwul               | YOU          | 0.2608     s | 0.5031    s | 0.2400    s | 0.5000   s | 0.02077   s | 0.00310  s | SAFE    
Fwul               | CAN          | 0.5142     s | 0.7897    s | 0.5000    s | 0.7700   s | 0.01417   s | 0.01970  s | SAFE    
Fwul               | SEE          | 0.7897     s | 1.0160    s | 0.7700    s | 1.0000   s | 0.01970   s | 0.01604  s | SAFE    
